fingerprint,title,author,date,source,source-hostname,hostname
p+f+vrnJ4ZmtimXyeEOrsGNbfhA=,AI Aboard the Golden Parrot,Louise Hughes,2023-01-01,https://clarkesworldmagazine.com/hughes_03_23/,Clarkesworld Magazine,clarkesworldmagazine.com
5kV6AFlcT0nu0sOrjGfFr1QaziQ=,"Iron Ladies, Iron Tigers",Sunny Moraine,2023-01-01,https://clarkesworldmagazine.com/moraine_07_12/,Clarkesworld Magazine,clarkesworldmagazine.com
QUY44SC9jKujJMBf1oVQRDeevds=,The Servant,Emily Devenport,2023-01-01,https://clarkesworldmagazine.com/devenport_08_15/,Clarkesworld Magazine,clarkesworldmagazine.com
HLCyLPesvBQyiOQppBjd4SxWINk=,Meddling Fields,R T Ester,2023-01-01,https://clarkesworldmagazine.com/ester_03_22/,Clarkesworld Magazine,clarkesworldmagazine.com
6sFnuSzcr6/4+HHFhap5PGVx/Ts=,Distant Stars,P H Lee,2023-01-01,https://clarkesworldmagazine.com/lee_04_20/,Clarkesworld Magazine,clarkesworldmagazine.com
LlNQua5WrM/tbklCx1tg1OS+io0=,Lambing Season,Molly Gloss,2023-01-01,https://clarkesworldmagazine.com/gloss_06_14_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
koi9iVRrOYFo69HKkkKtZBlqC4k=,"East of the Sun, West of the Stars",Brit E B Hvide,2023-01-01,https://clarkesworldmagazine.com/hvide_02_19/,Clarkesworld Magazine,clarkesworldmagazine.com
APlaalTGSSZnNiolZArL4EvAZT8=,A Sweet Calling,Tony Pi,2023-01-01,https://clarkesworldmagazine.com/pi_05_10/,Clarkesworld Magazine,clarkesworldmagazine.com
QxefFI4WWDVuXcNLixEsu7wL1kw=,The Last Eagle,Natalia Theodoridou,2023-01-01,https://clarkesworldmagazine.com/theodoridou_04_19/,Clarkesworld Magazine,clarkesworldmagazine.com
QkY5c1EaRXul84JRjY6eqFNwcy0=,Dancing With Ereshkigal,Sameem Siddiqui,2023-01-01,https://clarkesworldmagazine.com/siddiqui_05_21/,Clarkesworld Magazine,clarkesworldmagazine.com
BuzcDw82ukufQ8dvPpHZDd0ORT0=,Power to Yield,Bogi Takács,2023-01-01,https://clarkesworldmagazine.com/takacs_07_20/,Clarkesworld Magazine,clarkesworldmagazine.com
PpZ7t7njO/YSAUuHFFDdzXuejcI=,Giants,Peter Watts,2023-01-01,https://clarkesworldmagazine.com/watts_09_14_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
obV3keyd8N7qbYxCTXCm3IJxXjo=,You and Whose Army?,Greg Egan,2023-01-01,https://clarkesworldmagazine.com/egan_10_20/,Clarkesworld Magazine,clarkesworldmagazine.com
Swacw9rNDhX3sNaJZkUtIKp5to0=,"The Clock, Having Seen Its Face in the Mirror, Still Knows Not the Hour",Adam Stemple,2023-01-01,https://clarkesworldmagazine.com/stemple_08_21/,Clarkesworld Magazine,clarkesworldmagazine.com
Ll15nbEKji3wxH3dVi+Esd3UmKw=,Further North,Kay Chronister,2023-01-01,https://clarkesworldmagazine.com/chronister_07_15/,Clarkesworld Magazine,clarkesworldmagazine.com
xYCXkuTDhEAQWQOGrvA91/x5M1k=,Heron of Earth,Vajra Chandrasekera,2023-01-01,https://clarkesworldmagazine.com/chandrasekera_06_18/,Clarkesworld Magazine,clarkesworldmagazine.com
N2mQufzQubxC1ggLPkyPDOW3kcY=,Appointment in Vienna,Gabriel Murray,2023-01-01,https://clarkesworldmagazine.com/murray_12_19/,Clarkesworld Magazine,clarkesworldmagazine.com
TfvyFSfuBJ3tbKq/HgJQs3BZVFI=,The Giving Heart,Corie Ralston,2023-01-01,https://clarkesworldmagazine.com/ralston_06_09/,Clarkesworld Magazine,clarkesworldmagazine.com
uMgOyvVSZjrATFHHtaH3abRmpmw=,The House of Half Mirrors,Thoraiya Dyer,2023-01-01,https://clarkesworldmagazine.com/dyer_09_16/,Clarkesworld Magazine,clarkesworldmagazine.com
R/dcA9+HuBgzdU1+d68qA0+nMyI=,The Bells of Subsidence,Michael John Grist,2023-01-01,https://clarkesworldmagazine.com/grist_03_12/,Clarkesworld Magazine,clarkesworldmagazine.com
Rp8GvEZRu25ZHojGhaU1af0mF/I=,The Secret Life of Bots,Suzanne Palmer,2023-01-01,https://clarkesworldmagazine.com/palmer_09_17/,Clarkesworld Magazine,clarkesworldmagazine.com
+Y6qOOP4p4S78rqFHZsImmd+3wo=,Hanuman the Monkey King,Pan Haitian; Emily Jin,2023-01-01,https://clarkesworldmagazine.com/pan_04_22/,Clarkesworld Magazine,clarkesworldmagazine.com
WFfXwWLrF/PhgPuRb3m6aYT08fY=,Across the Terminator,David Tallerman,2023-01-01,https://clarkesworldmagazine.com/tallerman_07_13/,Clarkesworld Magazine,clarkesworldmagazine.com
5A9tq8XfPhIjx5uNs3Dbt4NflDI=,Pernicious Romance,Robert Reed,2023-01-01,https://clarkesworldmagazine.com/reed_11_14/,Clarkesworld Magazine,clarkesworldmagazine.com
ZIeDKa2159X+kE5cXKP1eV87s2A=,AirBody,Sameem Siddiqui,2023-01-01,https://clarkesworldmagazine.com/siddiqui_04_20/,Clarkesworld Magazine,clarkesworldmagazine.com
VVna+Vb52jQuNoNWvq6eOFZMsEE=,A Star for Every Word Unspoken,Kai Hudson,2023-01-01,https://clarkesworldmagazine.com/hudson_05_21/,Clarkesworld Magazine,clarkesworldmagazine.com
E+1tSoDegUN0fXNczD0AgfdbkRA=,"Daedalum, the Devil's Wheel",E Lily Yu,2023-01-01,https://clarkesworldmagazine.com/yu_12_13/,Clarkesworld Magazine,clarkesworldmagazine.com
bKiLQVZ63Qt1nrLJZM6suEUpUnc=,Dreams Strung like Pearls Between War and Peace,Nin Harris,2023-01-01,https://clarkesworldmagazine.com/harris_03_19/,Clarkesworld Magazine,clarkesworldmagazine.com
GdMndObrBbWFZJNTiJD466XZihM=,To Sail the Black,A C Wise,2023-01-01,https://clarkesworldmagazine.com/wise_11_20/,Clarkesworld Magazine,clarkesworldmagazine.com
w+CG6aT0iCS2G85FtYl9gEzfgOE=,The Snow of Jinyang,Zhang Ran; Ken Liu; Carmen Yiling Yan,2023-01-01,https://clarkesworldmagazine.com/zhang_06_16/,Clarkesworld Magazine,clarkesworldmagazine.com
lBDbRY3UAsEjrp1MQBRxzHD15wA=,Shepherds,Greg Kurzawa,2023-01-01,https://clarkesworldmagazine.com/kurzawa_08_13/,Clarkesworld Magazine,clarkesworldmagazine.com
xkSBv0voeb4jTuhQM+vyJQhd+xs=,Sweet Subtleties,Lisa L Hannett,2023-01-01,https://clarkesworldmagazine.com/hannett_12_12/,Clarkesworld Magazine,clarkesworldmagazine.com
zp+me9l/4wUMem1Deiq4Cf2fYxw=,"The Five Rules of Supernova Surfing or A For Real Solution to the Fermi Paradox, Bro",Geoffrey W Cole,2023-01-01,https://clarkesworldmagazine.com/cole_01_22/,Clarkesworld Magazine,clarkesworldmagazine.com
OyMrGywoWYS2984TEC3pBayHhHQ=,Coding Van Gogh,Elaine Gao,2023-01-01,https://clarkesworldmagazine.com/gao_10_22/,Clarkesworld Magazine,clarkesworldmagazine.com
vbZFLk2svU+Ei5/zkG8aAeMuZAI=,Fade to White,Catherynne M Valente,2023-01-01,https://clarkesworldmagazine.com/valente_08_12/,Clarkesworld Magazine,clarkesworldmagazine.com
S+grobhwvYEVy8pHQ3Sb87fi71A=,Fly Free,Alan Kubatiev; Alex Shvartsman,2023-01-01,https://clarkesworldmagazine.com/kubatiev_10_22/,Clarkesworld Magazine,clarkesworldmagazine.com
kAtRfy/BTNqUtj78aoAlA9qrfaw=,The Book Reader,Keishi Kajifune; Toshiya Kamei,2023-01-01,https://clarkesworldmagazine.com/kajifune_09_20/,Clarkesworld Magazine,clarkesworldmagazine.com
k9/NobU5K5NiTffMDK7G8GJ/vAk=,Riding the White Bull,Caitlín R Kiernan,2023-01-01,https://clarkesworldmagazine.com/kiernan_06_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
aqMcfCLehml76mxD1XFTYMWqbCM=,Sarcophagus,Ray Nayler,2023-01-01,https://clarkesworldmagazine.com/nayler_04_21/,Clarkesworld Magazine,clarkesworldmagazine.com
K/plUd4TcXMsvLaNNBBP4nXl2PA=,The Secret Strength of Things,Gregory Feeley,2023-01-01,https://clarkesworldmagazine.com/feeley_10_22/,Clarkesworld Magazine,clarkesworldmagazine.com
+KvzytQfMLlgOrgDEN+o5SgpyI4=,Angel Pattern,Henry Szabranski,2023-01-01,https://clarkesworldmagazine.com/szabranski_04_20/,Clarkesworld Magazine,clarkesworldmagazine.com
ZHeZ4/F7SXdlUMNa4YAYQ3HhHEg=,The Dust Assassin,Ian McDonald,2023-01-01,https://clarkesworldmagazine.com/mcdonald_07_13_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
xlkEnGYDdEsbERPBlbHGu8xO8fs=,The Language of the Whirlwind,Lavie Tidhar,2023-01-01,https://clarkesworldmagazine.com/tidhar_02_10/,Clarkesworld Magazine,clarkesworldmagazine.com
S7Y9+kKpz0kmjCrAP8Rd7CnQsAg=,The Memory of Water,Tegan Moore,2023-01-01,https://clarkesworldmagazine.com/moore_03_22/,Clarkesworld Magazine,clarkesworldmagazine.com
sXsRiJTxbqEFmJW8dNuctZ9W3V4=,The Island of Misfit Toys,Fiona Moore,2023-01-01,https://clarkesworldmagazine.com/moore_12_20/,Clarkesworld Magazine,clarkesworldmagazine.com
/MGEZZSICvNojC6NVl1mR+pRne8=,A Space of One's Own,Steve Rasnic Tem,2023-01-01,https://clarkesworldmagazine.com/tem_06_18/,Clarkesworld Magazine,clarkesworldmagazine.com
fMtJ9yLTBf/F1RcuDxHhCbA5kSI=,Pithing Needle,E Catherine Tobler,2023-01-01,https://clarkesworldmagazine.com/tobler_10_14/,Clarkesworld Magazine,clarkesworldmagazine.com
QJmb37COzMNUpYYSx3HIlOtlqFs=,Cry of the Kharchal,Vandana Singh,2023-01-01,https://clarkesworldmagazine.com/singh_08_13/,Clarkesworld Magazine,clarkesworldmagazine.com
gEqSGnQKBcFyjsrBOrW/HlahBf0=,A Home for Mrs. Biswas,Amal Singh,2023-01-01,https://clarkesworldmagazine.com/singh_05_21/,Clarkesworld Magazine,clarkesworldmagazine.com
5Buu7TYnaQY6lRAI/VKWKu/Qb1Q=,Passwords,John A McDermott,2023-01-01,https://clarkesworldmagazine.com/mcdermott_10_08/,Clarkesworld Magazine,clarkesworldmagazine.com
uRR8Bon00bTDt6ibNof/XVn/tU4=,Celadon,Desirina Boskovich,2023-01-01,https://clarkesworldmagazine.com/boskovich_01_09/,Clarkesworld Magazine,clarkesworldmagazine.com
22Itk/E/6j2nij4ZBkUuKXgyhDw=,"Somewhere, It's About to Be Spring",Samantha Murray,2023-01-01,https://clarkesworldmagazine.com/murray_02_23/,Clarkesworld Magazine,clarkesworldmagazine.com
Ny0W6IlwN4TfkMMBHJs9k+7OGOc=,Dying Young,Peter M Ball,2023-01-01,https://clarkesworldmagazine.com/ball_08_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
1gN9PYxjxz0WKCPE83EEpQ0FBKk=,"Darkness, Our Mother",Eleanna Castroianni,2023-01-01,https://clarkesworldmagazine.com/castroianni_12_17/,Clarkesworld Magazine,clarkesworldmagazine.com
NuL3Lw7OwoDgr03XewDUniXjDAU=,"The Sky that Wraps the World Round, Past the Blue and Into the Black",Jay Lake,2023-01-01,https://clarkesworldmagazine.com/lake_03_08/,Clarkesworld Magazine,clarkesworldmagazine.com
jpOcXZyRJth7vguPMM5r5uuVWsE=,Preserved in Amber,Samantha Murray,2023-01-01,https://clarkesworldmagazine.com/murray_07_21/,Clarkesworld Magazine,clarkesworldmagazine.com
HnUOWEmTtut6ny4wlS4K7EJsVHw=,Migratory Patterns of Underground Birds,E Catherine Tobler,2023-01-01,https://clarkesworldmagazine.com/tobler_05_14/,Clarkesworld Magazine,clarkesworldmagazine.com
JwU+uBHA44EaIdn3MArZrSRumeI=,The Pure Product,John Kessel,2023-01-01,https://clarkesworldmagazine.com/kessel_12_13_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
p9Rlzw5UyYONfmOutV7d+dNp2tk=,Manifest Destiny,Joe Haldeman,2023-01-01,https://clarkesworldmagazine.com/haldeman_11_13_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
91wuD7QA/4z48qnISLBUd4ld66c=,Your Face,Rachel Swirsky,2023-01-01,https://clarkesworldmagazine.com/swirsky_08_19/,Clarkesworld Magazine,clarkesworldmagazine.com
v4xH600yW2OwlfY194Jyf3bI4WM=,"Hummingbird, Resting on Honeysuckles",Yang Wanqing; Jay Zhang,2023-01-01,https://clarkesworldmagazine.com/yang_11_22/,Clarkesworld Magazine,clarkesworldmagazine.com
O5h7vbRGqRFzsokkdAT1hjfIT3s=,Loving Grace,Erica L Satifka,2023-01-01,https://clarkesworldmagazine.com/satifka_09_15/,Clarkesworld Magazine,clarkesworldmagazine.com
iYcY31o8Y9J223Lj/NYs6EeQm/g=,The Last Days of Old Night,Michael Swanwick,2023-01-01,https://clarkesworldmagazine.com/swanwick_12_20/,Clarkesworld Magazine,clarkesworldmagazine.com
dLki8emja5ZeC+ztR+XfyWs7uIc=,The Magician and Laplace's Demon,Tom Crosshill,2023-01-01,https://clarkesworldmagazine.com/crosshill_12_14/,Clarkesworld Magazine,clarkesworldmagazine.com
lrW9La6/FOypVrpdX+/dCztJQC4=,A World to Die For,Tobias S Buckell,2023-01-01,https://clarkesworldmagazine.com/buckell_01_18/,Clarkesworld Magazine,clarkesworldmagazine.com
CquNj1ATtam0Ee+hJnmzik8RU2g=,The Urashima Effect,E Lily Yu,2023-01-01,https://clarkesworldmagazine.com/yu_06_13/,Clarkesworld Magazine,clarkesworldmagazine.com
qVO3nl5nWQoRsY1+9xlfZn5bGXc=,Beluthahatchie,Andy Duncan,2023-01-01,https://clarkesworldmagazine.com/duncan_05_14_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
zTkmD1690wol1gBEAhW2acn9y8I=,A Catalogue of Sunlight at the End of the World,A C Wise,2023-01-01,https://clarkesworldmagazine.com/wise_11_18_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
ITEIVYEgO6H2ylh2m3yGqz4m3jY=,Lost in Darkness and Distance,Clara Madrigano,2023-01-01,https://clarkesworldmagazine.com/madrigano_11_20/,Clarkesworld Magazine,clarkesworldmagazine.com
Av7U25BriWG3krk+H0rXfylFvrM=,Umbernight,Carolyn Ives Gilman,2023-01-01,https://clarkesworldmagazine.com/gilman_02_18/,Clarkesworld Magazine,clarkesworldmagazine.com
RgOecsvEQd+dPpp53eqLj9eGr9o=,Slowly Builds An Empire,Naim Kabir,2023-01-01,https://clarkesworldmagazine.com/kabir_03_15/,Clarkesworld Magazine,clarkesworldmagazine.com
s3AbqaUWjY5aosLxZxsMiIDCSl8=,How Long the Shadows Cast,Kenji Yanagawa,2023-01-01,https://clarkesworldmagazine.com/yanagawa_06_20/,Clarkesworld Magazine,clarkesworldmagazine.com
YyAFj79uEfceP1SNbq3DCKRy7zg=,"Spring Festival: Happiness, Anger, Love, Sorrow, Joy",Xia Jia; Ken Liu,2023-01-01,https://clarkesworldmagazine.com/xia_09_14/,Clarkesworld Magazine,clarkesworldmagazine.com
8dhMHcLPVTGNt2Q1XeX3TTgflYU=,Calf Cleaving in the Benthic Black,Isabel J Kim,2023-01-01,https://clarkesworldmagazine.com/kim_11_22/,Clarkesworld Magazine,clarkesworldmagazine.com
4gKFyRkot2C0wcT6iS2B72rQyxU=,Symbiosis,D A Xiaolin Spires,2023-01-01,https://clarkesworldmagazine.com/spires_01_23/,Clarkesworld Magazine,clarkesworldmagazine.com
rkc+uEdXs8aBZWV3yyQWAKHL13U=,"A Rich, Full Week",K J Parker,2023-01-01,https://clarkesworldmagazine.com/parker_10_14_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
KKQGEuc/zn9hKzQfLRxocDkj7cM=,"This Wind Blowing, and This Tide",Damien Broderick,2023-01-01,https://clarkesworldmagazine.com/broderick_01_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
W44rFdjB2oDKY9+ob7ROP5griPQ=,Attar of Roses,Sharon Mock,2023-01-01,https://clarkesworldmagazine.com/mock_02_07/,Clarkesworld Magazine,clarkesworldmagazine.com
HFSDTjg7TG+DFUFOHUJW7ya9PrU=,The Direction of Clocks,Jess Levine,2023-01-01,https://clarkesworldmagazine.com/levine_02_22/,Clarkesworld Magazine,clarkesworldmagazine.com
Mx4ARVOZ5vJ25QxwESiowu49cX8=,The Meeker and the All-Seeing Eye,Matthew Kressel,2023-01-01,https://clarkesworldmagazine.com/kressel_05_14/,Clarkesworld Magazine,clarkesworldmagazine.com
yIVsShCEoUVDTd3jH7bFHrfHAmc=,I'm Feeling Lucky,Leonid Kaganov; Alex Shvartsman,2023-01-01,https://clarkesworldmagazine.com/kaganov_07_21/,Clarkesworld Magazine,clarkesworldmagazine.com
/1fJ9rpnumRcgt4WmY4AqDetcnk=,Deep Down in the Cloud,Julie Nováková,2023-01-01,https://clarkesworldmagazine.com/novakova_02_18/,Clarkesworld Magazine,clarkesworldmagazine.com
BdSeeVS7a9CbP8cNwAGyZzgdFcw=,The ThoughtBox,Tlotlo Tsamaase,2023-01-01,https://clarkesworldmagazine.com/tsamaase_04_20/,Clarkesworld Magazine,clarkesworldmagazine.com
eHdEUeX0Z5BNA/0ytUJ5MUqS+oc=,Wine,Yoon Ha Lee,2023-01-01,https://clarkesworldmagazine.com/lee_01_14/,Clarkesworld Magazine,clarkesworldmagazine.com
ZQ+DMWeUpWNTmttevskIhXowqEQ=,For the Love of Sylvia City,Andrea M Pawley,2023-01-01,https://clarkesworldmagazine.com/pawley_05_15/,Clarkesworld Magazine,clarkesworldmagazine.com
VCCcdfnlb5iy5gE1BDPiR57wc0M=,It Takes a Village,Priya Chand,2023-01-01,https://clarkesworldmagazine.com/chand_03_22/,Clarkesworld Magazine,clarkesworldmagazine.com
jnqUSDmAtaISbwgSLuXsMRpVGFY=,Xiaolongbao: Soup Dumplings,D A Xiaolin Spires,2023-01-01,https://clarkesworldmagazine.com/spires_09_21/,Clarkesworld Magazine,clarkesworldmagazine.com
IYSc55wC0K7Bnfc2j6ipBC0erMk=,Solace,James Van Pelt,2023-01-01,https://clarkesworldmagazine.com/vanpelt_05_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
C9jHO92PeZ742KCVaJ0zadisbG0=,"When Home, No Need to Cry",Erin K Wagner,2023-01-01,https://clarkesworldmagazine.com/wagner_03_19/,Clarkesworld Magazine,clarkesworldmagazine.com
ceRk6YRmnyqbsTkvcQhugwxrG7E=,Yesterday's Wolf,Ray Nayler,2023-01-01,https://clarkesworldmagazine.com/nayler_09_21/,Clarkesworld Magazine,clarkesworldmagazine.com
4T8UW/gRFzlY4m2jTS1+aVdZQYc=,Threads of Red and White,Lisa Mantchev,2023-01-01,https://clarkesworldmagazine.com/mantchev_12_07/,Clarkesworld Magazine,clarkesworldmagazine.com
ASd1ArqDxEIwRsUbiHwnwDydbT0=,The Dying World,Lavie Tidhar,2023-01-01,https://clarkesworldmagazine.com/tidhar_04_09/,Clarkesworld Magazine,clarkesworldmagazine.com
aFpljW83VRV9FaCUgwALRuwITIk=,Assassins,Jack Skillingstead; Burt Courtier,2023-01-01,https://clarkesworldmagazine.com/skillingstead-courtier_02_17/,Clarkesworld Magazine,clarkesworldmagazine.com
4BkxTdS/hg61AzF4G/ewq2Sd8ao=,An Exile of the Heart,Jay Lake,2023-01-01,https://clarkesworldmagazine.com/lake_01_15/,Clarkesworld Magazine,clarkesworldmagazine.com
SDuXpFs+obYzki+MCpzxQof4iQg=,Noble Mold,Kage Baker,2023-01-01,https://clarkesworldmagazine.com/baker_04_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
dT8Qebs+PaAcj5R+cPJuwZbvgBY=,10^16 to 1,James Patrick Kelly,2023-01-01,https://clarkesworldmagazine.com/kelly_12_13_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
qIUQD+R8ksPmfZPGcnlNK4tUavo=,Seven Cups of Coffee,A C Wise,2023-01-01,https://clarkesworldmagazine.com/wise_03_16/,Clarkesworld Magazine,clarkesworldmagazine.com
zGuAr/zyT73R1RhXePgxdNy9GuY=,The Painter of Trees,Suzanne Palmer,2023-01-01,https://clarkesworldmagazine.com/palmer_06_19/,Clarkesworld Magazine,clarkesworldmagazine.com
4QXfURKTL0AK9NhlmpeEfmFpB4w=,Manjar dos Deuses,Anna Martino,2023-01-01,https://clarkesworldmagazine.com/martino_06_22/,Clarkesworld Magazine,clarkesworldmagazine.com
o8krcEVa6One471xrexdTOPNvaM=,Two-Year Man,Kelly Robson,2023-01-01,https://clarkesworldmagazine.com/robson_12_18_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
LyBwd97DJyuXcZfKOfQntYiesdA=,Möbius Continuum,Gu Shi; S Qiouyi Lu,2023-01-01,https://clarkesworldmagazine.com/gu_09_17/,Clarkesworld Magazine,clarkesworldmagazine.com
LHyhNUJQBOyP6Ivh3ptLRDCkCHM=,Fire in the Bone,Ray Nayler,2023-01-01,https://clarkesworldmagazine.com/nayler_01_19/,Clarkesworld Magazine,clarkesworldmagazine.com
+yC+yPoa4+VH1tIHdPGZryyam5s=,Driftings,Ian McDonald,2023-01-01,https://clarkesworldmagazine.com/mcdonald_01_13/,Clarkesworld Magazine,clarkesworldmagazine.com
wSriCLDLAPeaglUSaEeUnJWjk18=,The Strange Girl,Xiu Xinyu; Emily Jin,2023-01-01,https://clarkesworldmagazine.com/xiu_07_22/,Clarkesworld Magazine,clarkesworldmagazine.com
ti3tYHN7R5enqg2DVBrDB8nGYOQ=,Gamma,Oskar Källner; Gordon James Jones,2023-01-01,https://clarkesworldmagazine.com/kallner_05_22/,Clarkesworld Magazine,clarkesworldmagazine.com
H9hpZGXrDBBpKRubyUyhbmUKrpc=,Thirty-Three Percent Joe,Suzanne Palmer,2023-01-01,https://clarkesworldmagazine.com/palmer_10_18/,Clarkesworld Magazine,clarkesworldmagazine.com
YC8YSqiItTiXZYedezNO/5uaDrE=,The Lonely Time Traveler of Kentish Town,Nadia Afifi,2023-01-01,https://clarkesworldmagazine.com/afifi_11_22/,Clarkesworld Magazine,clarkesworldmagazine.com
6dpjllKpDmDP9SPdsCGfIyYR7rw=,Falling in Love with Martians and Machines,Josh Pearce,2023-01-01,https://clarkesworldmagazine.com/pearce_12_17/,Clarkesworld Magazine,clarkesworldmagazine.com
n1qjG0mtTWLQju41AhJRgyphlFw=,A Jar of Goodwill,Tobias S Buckell,2023-01-01,https://clarkesworldmagazine.com/buckell_05_10/,Clarkesworld Magazine,clarkesworldmagazine.com
NsrfY2cawwM1rSSfCqPW2xfWHNk=,"Patterns of a Murmuration, in Billions of Data Points",JY Yang,2023-01-01,https://clarkesworldmagazine.com/yang_09_14/,Clarkesworld Magazine,clarkesworldmagazine.com
0xf5m3EZSg1ix1Tr21dySTVa92U=,Weep For Day,Indrapramit Das,2023-01-01,https://clarkesworldmagazine.com/das_04_15_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
OvBqCiyioIwlCv/3nb4vr6YG0Sk=,Such Thoughts Are Unproductive,Rebecca Campbell,2023-01-01,https://clarkesworldmagazine.com/campbell_12_19/,Clarkesworld Magazine,clarkesworldmagazine.com
BE0FcV3WBn3lnDb/el0jJABVPdQ=,Who Won the Battle of Arsia Mons?,Sue Burke,2023-01-01,https://clarkesworldmagazine.com/burke_11_17/,Clarkesworld Magazine,clarkesworldmagazine.com
+7RsuQK2f3w3MhXLSfjp3uS/tgs=,Logistics,A J Fitzwater,2023-01-01,https://clarkesworldmagazine.com/fitzwater_04_18/,Clarkesworld Magazine,clarkesworldmagazine.com
Ey5oHIs9b6xjSFbqtfBJwMHSYug=,Soldierin',Joe R Lansdale,2023-01-01,https://clarkesworldmagazine.com/lansdale_02_18_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
PezLsck023fLKCf08Ivtuzf2D/8=,Waiting Out the End of the World in Patty's Place Cafe,Naomi Kritzer,2023-01-01,https://clarkesworldmagazine.com/kritzer_03_17/,Clarkesworld Magazine,clarkesworldmagazine.com
TfowlI2yx2u3G7Qm+onMVv2tFcU=,Dragon's Deep,Cecelia Holland,2023-01-01,https://clarkesworldmagazine.com/holland_02_17_reprint/,Clarkesworld Magazine,clarkesworldmagazine.com
w2ZmMlU2ke/dpnbyfjt3h6myqYI=,Painwise,Robert Reed,2023-01-01,https://clarkesworldmagazine.com/reed_02_19/,Clarkesworld Magazine,clarkesworldmagazine.com
Y8RPzRKw3ss6cY895IlXz7ks6rQ=,No Way Back,Chi Hui; John Chu,2023-01-01,https://clarkesworldmagazine.com/chi_12_20/,Clarkesworld Magazine,clarkesworldmagazine.com
JpkYS3ctJm6B5CVLruRNToIhLIA=,Draftyhouse,Erik Amundsen,2023-01-01,https://clarkesworldmagazine.com/amundsen_04_12/,Clarkesworld Magazine,clarkesworldmagazine.com
sRGdPkPWpvs7a53/tyW+L6Qhbbc=,Messenger,Julia M Sidorova,2023-01-01,https://clarkesworldmagazine.com/sidorova_08_10/,Clarkesworld Magazine,clarkesworldmagazine.com
17VmHC1FXUot0/4j2TGlTRYn0u4=,What the Stories Steal,Nin Harris,2023-01-01,https://clarkesworldmagazine.com/harris_11_16/,Clarkesworld Magazine,clarkesworldmagazine.com
PJe4eEyHyBXrVwpYzwgypbdmjAk=,"Silo, Sweet Silo",James Castles,2023-01-01,https://clarkesworldmagazine.com/castles_02_23/,Clarkesworld Magazine,clarkesworldmagazine.com
