fingerprint,title,author,hostname,date,categories,tags,id,license,comments,source,source-hostname,excerpt,filename,has_text
U3nqPY/203uyR1xh7iafvSL0GlE=,lagahoo culture (Part I),Brandon O’Brien,uncannymagazine.com,2020-07-07,,,,,,https://www.uncannymagazine.com/article/lagahoo-culture-part-i/,Uncanny Magazine,"you love to say these things make you angry. anger is free. shake any body and it falls out of their ears in ash and sharp stones. you feel i haven’t stumbled onto more anger than i can grip in two fists, in the bridge between them, across their straining forearms trapped against […]",./scrape/jsonfiles/D9dABkRw6bz+J15VuMPRqna+eSE.json,True
UuGOrbWLISPDmrGoyaanXUpk2AI=,Dawning,Tiffany Morris,uncannymagazine.com,2023-03-07,,,,,,https://www.uncannymagazine.com/article/dawning/,Uncanny Magazine,"A custom sun graffitied with the low pink scrawl of waking burns orange with hope rising and stretching like the landlocked siren singing over sighing plains where ewupniaq, calming storms of plant calligraphy hold pollinator epistemologies in the brush of wing and scale to leaf: in cobalt aurashine light pemtaqaiet slithers around like a snake with […]",./scrape/jsonfiles/ZDiF8Af+WpI+0hhPnUEtJAHN3wc.json,True
rILAJLWuz+fyQPbCj6HJwfDBdhU=,"The Tale of the Three Beautiful Raptor Sisters, and the Prince Who Was Made of Meat",Brooke Bolander,uncannymagazine.com,2018-08-07,,,,,,https://www.uncannymagazine.com/article/the-tale-of-the-three-beautiful-raptor-sisters-and-the-prince-who-was-made-of-meat/,Uncanny Magazine,"Once upon a time, long, long, long, long, long, long, ago, there were three raptor sisters, hatched beneath a lucky star. They lived in a wood together, they stole sheep and cattle together, and all in all, there was no tighter-knit hunting pride of matriarchal dromaeosauridae between the mountains and the sea. The oldest was […]",./scrape/jsonfiles/sxOK0AQ7pbNg+0WjUpHltNXgwnE.json,True
TbuYPQMLrzOCh//oXFSAfTapz5U=,The Ghost Marriage,Sonya Taaffe,uncannymagazine.com,2016-10-04,,,,,,https://www.uncannymagazine.com/article/the-ghost-marriage/,Uncanny Magazine,"Even these days, dusting the piano while the icebox hums smoothly in the afternoon, you find your ghost husband sleeping on the sofa, a lanky drink of bourbon in the old brown suit he rolled out of bed in both your lifetimes ago. He touches the keys to the tune in your memory, leaves the […]",./scrape/jsonfiles/dvgIRC7Gfn6smdW9w1TeyYXEIu4.json,True
V+qr1fLzewQkR5AJQ2RhoMaVNPI=,This Will Not Happen to You,Marissa Lingen,uncannymagazine.com,2018-10-02,,,,,,https://www.uncannymagazine.com/article/this-will-not-happen-to-you/,Uncanny Magazine,"I got sick. This will not happen to you. They have an antifungal now. They know how to kill all the little spores when they start to creep into your tissues, your lungs, your eyeballs, your liver. I didn’t know quite what was happening to me. This will not happen to you. All the signs […]",./scrape/jsonfiles/fS3j3qML33insD531CodvGFXIcE.json,True
1zI3oyn5g7Elw8j3STzEqCXkUtc=,Áhàméfùla,Uche Ogbuji,uncannymagazine.com,2021-10-05,,,,,,https://www.uncannymagazine.com/article/ahamefula/,Uncanny Magazine,"I realize now that our experiment was great water Into which I was to dissolve, my cells’ unlocked membranes Giving me the lie as I grasp at old bonds of matter, As movement boils from my stretched meat, as thought boils from my brains. Unbearable brightness of the other falling debris Closer to event […]",./scrape/jsonfiles/m-fzQL04FYqkXN8t-ie7zTGLIVA.json,True
yHj/XqFxilg7rBKIxYKPRc3vizM=,"tended, tangled, and veined",Kayla Whaley,uncannymagazine.com,2016-01-05,,,,,,https://www.uncannymagazine.com/article/tended-tangled-and-veined/,Uncanny Magazine,"i. girl. a small word. too small. but girl they called her, and girl she claimed. she practiced her girlhood with heat–stricken hair, sheared nails, scrubbed skin. she baptized herself with fat wrung from beans and battered into butter. she oiled her joints with poise, scented her flesh with propriety, and clothed herself in performance. […]",./scrape/jsonfiles/GHWl99NGDpvjrlh4hy6NLcTeg0U.json,True
lkDX3w0bCKkfTpPKjP2UsY4m5Es=,A Testament of Bloom,Taiwo Hassan,uncannymagazine.com,2022-12-06,,,,,,https://www.uncannymagazine.com/article/a-testament-of-bloom/,Uncanny Magazine,"everyone thinks i dodged a bullet, i think i shot the gun. —Greg Laswell i don’t think pain is the only thing i inherited from my mother. yesterday, i was another shade of a zephyr and with every place i grazed, soliloquies replaced the emptiness i’ve always carried. frail/ grey/ the evening news/ […]",./scrape/jsonfiles/ViPHGMi8Fh6TWQ8Ri3stBbn2U-I.json,True
O9l+z41rL4Bl/0o4kp4AjmOFGKU=,Proof of Existence,Hal Y Zhang,uncannymagazine.com,2020-11-03,,,,,,https://www.uncannymagazine.com/article/proof-of-existence/,Uncanny Magazine,"Content Note: Suicide, domestic violence, emotional abuse Chandler-Sand v. Burdokovsky begins hearings Wednesday, July 16th of 2042. If the plaintiff’s name rings a bell, it’s because Arnold Chandler-Sand is the father of the child who disappeared twelve years ago. Licking sticky cotton candy from his hands, seven-year-old Jacob went into a single-occupancy bathroom at […]",./scrape/jsonfiles/tqHzrD+x569qdvfDkJX73Z9vcnc.json,True
VNoCmsanclUFF51TiVikef4KVbE=,behind the self-help section,D A Xiaolin Spires,uncannymagazine.com,2020-04-07,,,,,,https://www.uncannymagazine.com/article/behind-the-self-help-section/,Uncanny Magazine,"behind the false wall lies all the burned books— banned and abandoned they shimmer, glittering in their illicitness ghost words that send shivers down unknowing shoppers’ spines when these patrons traverse too close to the self-help section covered in goosebumps hairs standing straight on their arms these readers don’t realize that they’ve brushed up against […]",./scrape/jsonfiles/J4SwkCz0sFMm09NNBKGRRYP7mPc.json,True
nOXuZYdEDjEGHQWBovJZ3267kqk=,"Jean–Luc, Future Ghost",Nin Harris,uncannymagazine.com,2017-01-03,,,,,,https://www.uncannymagazine.com/article/jean-luc-future-ghost/,Uncanny Magazine,"She was going to be named Jean–Luc but she was not going to join the fleet. Instead, she’d build the first starship to take us out of this galaxy; we’d test this simulation with cardboard boxes in the yard —the adventures would end with peanut cookies, lepat pisang, and steamed chive dumplings as a reward […]",./scrape/jsonfiles/B9LjZDWOOKKfA5ziSckms9zKx14.json,True
F8tdoKRGZMUxvkT51Xjzdz2bRZs=,The Thule Stowaway,Maria Dahvana Headley,uncannymagazine.com,2017-02-07,,,,,,https://www.uncannymagazine.com/article/the-thule-stowaway/,Uncanny Magazine,"I have reached these lands but newly From an ultimate dim Thule— From a wild weird clime that lieth, sublime Out of SPACE—out of TIME. Edgar Allan Poe, “Dream–Land” The Poet’s Tale The dreamer, born bleak, invents an existence elsewhere. He tosses in his sleep, his hair tangled. His hands grasp at nothing, and his […]",./scrape/jsonfiles/yVZ4qkMhfY00c8rEw8huZ76t2Q8.json,True
vMOKPZW0dIWTZJhzSeZ/l+rSAMk=,Can’t Beat ‘Em,Nalo Hopkinson,uncannymagazine.com,2016-12-06,,,,,,https://www.uncannymagazine.com/article/cant-beat-em/,Uncanny Magazine,"“Yeah, that’s some clog,” the plumber said. She pulled the metal–and–rubber snake out of the bathroom sink. Marisella wrinkled her nose at the gunk sticking to it. Whatever it had caught on in her drain had warped the metal and torn away bits of the rubber. Marisella asked, “Can you fix it?” and, more softly, […]",./scrape/jsonfiles/C1xc0RahK-47+fnLb4znoNqL9Yg.json,True
abulIrXDTnwF1AMIHgbByYf9Zvc=,The Sound of Salt and Sea,Kat Howard,uncannymagazine.com,2016-05-03,,,,,,https://www.uncannymagazine.com/article/sound-salt-sea/,Uncanny Magazine,"The funeral was at dawn, the cold wind off the ocean rippling coat hems and tugging at scarves. The words were said, the blessing given, the family offered one final chance to make their farewells. When they had finished, the pallbearers picked up the edges of the thin pallet the old woman was laid on, […]",./scrape/jsonfiles/HlzWJgO9e9VHW1ZaVAUQWG1yHSk.json,True
aEfl8KDvSulbPWFQj7EyVvgONd8=,The Credo of Loplop,Sonya Taaffe,uncannymagazine.com,2023-01-03,,,,,,https://www.uncannymagazine.com/article/the-credo-of-loplop/,Uncanny Magazine,"Beneath the grattage of his dapper Dada I will always believe in the red-headed bird-king’s beak, a cardinal decalcomania peeling from the seams of his degenerate artist’s coat. When he fled his bare-feathered nest to sculpt the high desert, he was collaged already with childhood’s talons and quills. Solarized, enrobed in a lover’s ambiguity, he […]",./scrape/jsonfiles/bre-M10XlAsCNnlWY5yBdNBk04E.json,True
maACEuY6xUYfx2r2lzR5AMLNKbg=,A Champion of Nigh-Space,Tim Pratt,uncannymagazine.com,2019-08-06,,,,,,https://www.uncannymagazine.com/article/a-champion-of-nigh-space/,Uncanny Magazine,"1 Here’s how I found out my girlfriend was a champion of nigh-space. 2 Her name was Vivian and she went by Vivy. We met on a dating site, and the algorithm thought our interests were similar and/or complementary enough to make us a mathematically near-perfect match: zombie movies, live shows with local bands, favorite […]",./scrape/jsonfiles/0aRCIejsOnCZhczczHMFyLIOZdE.json,True
1qJAdTcniTnPLr9jy7tY6UFGnFs=,Fish Out of Water,Neil Gaiman,uncannymagazine.com,2021-02-02,,,,,,https://www.uncannymagazine.com/article/fish-out-of-water/,Uncanny Magazine,"In my dream all the women were there because it was a women’s college some of them had attended and we were seated around a wooden table. I was brought a fish, silverscaled: a salmon, I believe. I fed it a goldfish. —Now your fish is pregnant, they told me —you must carry it everywhere. […]",./scrape/jsonfiles/R36emGLynYZgpQOsBiK+t0E7NjM.json,True
reUjHOtouVE2obTkduu4jj64Es8=,Slices of Failure in Super Science,Bryan Thao Worra,uncannymagazine.com,2015-07-07,,,,,,https://www.uncannymagazine.com/article/slices-of-failure-in-super-science/,Uncanny Magazine,"""Slices of Failure in Super Science"" a poem by Bryan Thao Worra in Uncanny Magazine Issue Five.",./scrape/jsonfiles/cgCM+QH0UqekpfQHlCCdztBg0+k.json,True
dy8Vcjbp4uXSo+LwWB8qrD5myLU=,Anchorage,Samantha Mills,uncannymagazine.com,2020-09-01,,,,,,https://www.uncannymagazine.com/article/anchorage/,Uncanny Magazine,"The anchorage appeared on my radar screen as a blip, a blotch, one bit of detritus among many. The accompanying message was gentle but persistent, an invitation repeated on loop for anyone who might pick it up: visit if you like. The politest distress call in the universe. Visit if you like, and please bring […]",./scrape/jsonfiles/Vg0EkvKaNCVWcGDII7dYqF8oOA4.json,True
N4fb8A2yBvlpTqSqk2ZRS/WOkQE=,The Utmost Bound,Vivian Shaw,uncannymagazine.com,2018-02-06,,,,,,https://www.uncannymagazine.com/article/the-utmost-bound/,Uncanny Magazine,"… and this gray spirit yearning in desire To follow knowledge like a sinking star, Beyond the utmost bound of human thought. —Tennyson The check-in chime in his headset: on time, annoyingly on time, as usual, waking him as they came around the curve of Venus. “Aphrodite-1, this is Honolulu, do you read?” Faint washes […]",./scrape/jsonfiles/KV217hPu6VraKsyxGSJEy2mO5Sw.json,True
u07xTjwoAJWlLy+GpQWa1dGG/UI=,Driving Downtown,Abu Bakr Sadiq,uncannymagazine.com,2023-02-07,,,,,,https://www.uncannymagazine.com/article/driving-downtown/,Uncanny Magazine,the other side breathes quiet i hear many people have left but the town isn’t completely dead yunno alive but in ways that make you think zombies think weevil-holed bean seeds think half-healed bruises leaking pints of blood […],./scrape/jsonfiles/l+D-6yUpNxzvhZYWe6MUH5nX6OM.json,True
2MhthkJGll96v1t6N8DUadaQ5JM=,Foxgirl Cycle Song: 1,C S E Cooney,uncannymagazine.com,2016-03-01,,,,,,https://www.uncannymagazine.com/article/1380/,Uncanny Magazine,"Trap her in thorn, and she’ll slip her skin Drown her in water, she’ll learn to swim Burn her, she’ll turn into smoke and wind Think you can catch her? Well, think again Fox demon, foxy face Foxgirls don’t know their place Marry her, bury her Water her bones Set your sons over her Let […]",./scrape/jsonfiles/iMz6yEGL6atigsVFH24pTqm3BdI.json,True
lO0Qx+ezcocPm41avZbpyARWlA8=,Shadow-Song,Sonya Taaffe,uncannymagazine.com,2018-02-06,,,,,,https://www.uncannymagazine.com/article/shadow-song/,Uncanny Magazine,"Brecht, singing in the dark times while our greater Mahagonny floods and burns, you made Blitzstein a better muse than me, tired of invisible walls and strings pulled in plain sight and expecting no mounted messengers, even ironic ones. Let me talk to Hauptmann who knew the differences between owning a play and robbing one, […]",./scrape/jsonfiles/OV-7JBuXU8AwXnIKwIXViX8EKDw.json,True
